UIN,Grid Number,Batch Number,Description/Shape,Size,Glaze Type,Kiln,Material,Condition,Weight,Decoration Exterior,Decoration Interior,Qty,Remarks,Image,Box Label,Highlight
2057,E16,B083,Bowl,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus band,Scrolls,1,,2057-IMG_5150.jpg2057-IMG_5151.jpg,,
2058,E16,B083,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,,1,,2058-IMG_5153.jpg2058-IMG_5152.jpg,,
2059,E15,B047,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,31,Lotus buds scrolls,,1,Vertical luting,2059-IMG_5155.jpg2059-IMG_5154.jpg,,✓
2060,E15,B047,Vase,,B&W,Jingdezhen,Porcelain,Shard,53,Peony fret work,,1,,2060-IMG_5157.jpg2060-IMG_5156.jpg,,
2061,E15,B047,Bowls,,B&W,Jingdezhen,Porcelain,Shards,41,Lotus panels petals,Lotus,2,,2061-IMG_5158.jpg2061-IMG_5159.jpg,,
2062,E15,B047,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels floral,,1,,2062-IMG_5161.jpg2062-IMG_5160.jpg,,
2063,E15,B047,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Coral,,1,,2063-IMG_5162.jpg2063-IMG_5163.jpg,,✓
2064,E16,B083,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,62,,Lotus bouquet,1,,2064-IMG_5164.jpg2064-IMG_5165.jpg,,
2065,E16,B083,Bowl,,B&W,Jingdezhen,Porcelain,Shard,44,Lotus petals chrysanthemum band,Scrolls,1,,2065-IMG_5166.jpg2065-IMG_5167.jpg,,
2066,E16,B083,Cup,Small,B&W,Jingdezhen,Porcelain,Shard,9,Leaves,,1,,2066-IMG_5168.jpg2066-IMG_5169.jpg,,
2067,E15,B048,Guan,,B&W,Jingdezhen,Porcelain,Shard,42,Lotus panels scrolls,,1,,2067-IMG_5435.jpg2067-IMG_5434.jpg,,
2068,E15,B048,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,,,1,,2068-IMG_5436.jpg2068-IMG_5437.jpg,,
2069,E17,B095,Guan,,B&W,Jingdezhen,Porcelain,Shard,119,Chrysanthemum?,,1,,2069-IMG_5493.jpg2069-IMG_5492.jpg,,
2070,E17,B095,Bowls,,B&W,Jingdezhen,Porcelain,Shards,22,,,4,,2070-IMG_5495.jpg2070-IMG_5494.jpg,,
2071,E17,B095,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,9,Frett work,,1,,2071-IMG_5497.jpg2071-IMG_5496.jpg,,
2072,E17,B095,Vases,,B&W,Jingdezhen,Porcelain,Shards,29,Ducks in lotus pond,,2,,2072-IMG_5499.jpg2072-IMG_5498.jpg,,
2073,E17,B094,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,251,Lotus panels,Lotus bouquet,1,,2073-IMG_5501.jpg2073-IMG_5500.jpg,,
2074,E17,B094,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,61,,Floral,1,,2074-IMG_5502.jpg2074-IMG_5503.jpg,,
2075,E17,B095,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,150,,Lotus,1,,2075-IMG_7321.jpg2075-IMG_7320.jpg,,
2076,D12,B029,Bowl?,Small,B&W,Jingdezhen,Porcelain,Base,73,,Lotus bouquet,1,Eroded,2076-IMG_7323.jpg2076-IMG_7322.jpg,,
2077,D12,B029,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,53,,Dragon,1,,2077-IMG_7324.jpg2077-IMG_7325.jpg,,
2078,D14,B028,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,165,,Double vajra,1,,2078-IMG_7326.jpg2078-IMG_7327.jpg,,✓
2079,E17,B095,Vase,,B&W,Jingdezhen,Porcelain,Shard,43,Scroll band,,1,Luted,2079-IMG_7329.jpg2079-IMG_7328.jpg,,
2080,E17,B095,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,,Floral,1,Facetted,2080-IMG_7330.jpg2080-IMG_7331.jpg,,
2081,E17,B094,Bowl,,B&W,Jingdezhen,Porcelain,Shard,35,Lotus panels,Lotus,1,Eroded,2081-IMG_7333.jpg2081-IMG_7332.jpg,,
2082,C12,B030,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,19,Lotus scroll,Scrolls,1,,2082-IMG_7335.jpg2082-IMG_7334.jpg,,
2083,E17,B094,Vase,,B&W,Jingdezhen,Porcelain,Shard,4,Lotus panels,,1,,2083-IMG_7337.jpg2083-IMG_7336.jpg,,
2084,D12,B029,Bowl,,B&W,Jingdezhen,Porcelain,Shard,6,Lotus panels,Lotus,1,,2084-IMG_7339.jpg2084-IMG_7338.jpg,,
2085,D12,B033,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus scroll,,1,Eroded,2085-IMG_7341.jpg2085-IMG_7340.jpg,,
2086,D12,B029,Bowl,,B&W,Jingdezhen,Porcelain,Shard,8,Lotus panels,Lotus,1,Eroded,2086-IMG_7343.jpg2086-IMG_7342.jpg,,
2087,D12,B029,Vase,,B&W,Jingdezhen,Porcelain,Base shard,22,Lotus panels,,1,Flat base,2087-IMG_7345.jpg2087-IMG_7344.jpg,,
2088,D12,B029,Cover,,B&W,Jingdezhen,Porcelain,Rim shard,15,Chrysanthemum,,1,,2088-IMG_7347.jpg2088-IMG_7346.jpg,,✓
2089,D12,B029,Bowl,,B&W,Jingdezhen,Porcelain,Shard,27,Lotus panels,,1,,2089-IMG_7348.jpg2089-IMG_7349.jpg,,
2090,D12,B029,Bowl,,B&W,Jingdezhen,Porcelain,Shard,34,Lotus,Chrysanthemum,1,,2090-IMG_7350.jpg2090-IMG_7351.jpg,,
2091,D12,B029,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,Lotus panels,,1,,2091-IMG_7352.jpg2091-IMG_7353.jpg,,
2092,D12,B029,Vase,,B&W,Jingdezhen,Porcelain,Shard,3,Lotus panels,,1,Fired orange on reverse,2092-IMG_7355.jpg2092-IMG_7354.jpg,,
2093,D12,B029,Vase,,B&W,Jingdezhen,Porcelain,Shard,3,Waves,,1,,2093-IMG_7356.jpg2093-IMG_7357.jpg,,
2094,E17,B092,Bowl,,B&W,Jingdezhen,Porcelain,Shard,28,Lotus panels,,1,,2094-IMG_8929.jpg2094-IMG_8928.jpg,,
2095,E17,B092,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Lotus,,1,,2095-IMG_8931.jpg2095-IMG_8930.jpg,,
2096,E17,B092,Vase,,R&W,Jingdezhen,Porcelain,Shard,5,Lotus panels,,1,,2096-IMG_8933.jpg2096-IMG_8932.jpg,,✓
2097,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus,,1,,2097-IMG_8934.jpg2097-IMG_8935.jpg,,
2098,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,,1,,2098-IMG_8936.jpg2098-IMG_8937.jpg,,
2099,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels,,1,,2099-IMG_8938.jpg2099-IMG_8939.jpg,,
2100,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,32,Lotus scrolls,Chrysanthemum,1,,2100-IMG_8940.jpg2100-IMG_8941.jpg,,
2101,E17,B092,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,191,Lotus panels,Fungus,1,,2101-IMG_8942.jpg2101-IMG_8943.jpg,,✓
2102,E17,B092,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,87,,Lotus bouquet,1,,2102-IMG_8944.jpg2102-IMG_8945.jpg,,
2103,E17,B092,Bowl,,B&W,Jingdezhen,Porcelain,Shards,57,Lotus panels,Lotus scrolls,4,,2103-IMG_8947.jpg2103-IMG_8946.jpg,,
2104,E17,B092,Stem cup,Small,B&W,Jingdezhen,Porcelain,Shard,5,Vegetal,,1,,2104-IMG_8948.jpg2104-IMG_8949.jpg,,
2105,E17,B092,Bowl,,B&W,Jingdezhen,Porcelain,Shard,22,,Fungus,1,Cross hatching,2105-IMG_8950.jpg2105-IMG_8951.jpg,,
2106,E17,B092,Vase,,B&W,Jingdezhen,Porcelain,Shard,19,Chrysanthemum scrolls,,1,,2106-IMG_8952.jpg2106-IMG_8953.jpg,,
2107,E17,B092,Vases,,B&W,Jingdezhen,Porcelain,Shards,15,Lotus panels,,2,,2107-IMG_8954.jpg2107-IMG_8955.jpg,,
2108,E17,B092,Vases,,B&W,Jingdezhen,Porcelain,Shards,118,Lotus panels scrolls waves in lappet,,2,,2108-IMG_8957.jpg2108-IMG_8956.jpg,,✓
2109,E17,B092,Vases,,B&W,Jingdezhen,Porcelain,Shards,52,Peony and lotus panels frett work,,2,Faceted,2109-IMG_8959.jpg2109-IMG_8958.jpg,,✓
2110,E17,B092,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Waves,,1,,2110-IMG_8961.jpg2110-IMG_8960.jpg,,
2111,E17,B092,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,34,Lotus scrolls,,1,Flanked by applique spirals,2111-IMG_8963.jpg2111-IMG_8962.jpg,,✓
2112,E17,B092,Bowls,,B&W,Jingdezhen,Porcelain,Shards,45,Lotus panels,Lotus,3,,2112-IMG_8964.jpg2112-IMG_8965.jpg,,
2113,E17,B093,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,70,,Lotus bouquet,1,,2113-IMG_8966.jpg2113-IMG_8967.jpg,,
2114,E17,B093,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,89,,Lotus,1,,2114-IMG_8969.jpg2114-IMG_8968.jpg,,
2115,E17,B093,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,107,,Dragon,1,Eroded,2115-IMG_8970.jpg2115-IMG_8971.jpg,,
2116,E17,B093,Vases,,B&W,Jingdezhen,Porcelain,Shards,66,Lotus,,2,,2116-IMG_8972.jpg2116-IMG_8973.jpg,,
2117,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,3,Lotus,Lotus,1,,2117-IMG_8974.jpg2117-IMG_8975.jpg,,
2118,E17,B093,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,170,Lotus panels,Ducks in lotus pond,1,,2118-IMG_8977.jpg2118-IMG_8976.jpg,,
2119,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,62,Lotus panels,,1,,2119-IMG_8978.jpg2119-IMG_8979.jpg,,
2120,E17,B093,Vase,,B&W,Jingdezhen,Porcelain,Shard,51,Lotus panels fungus frett work,,1,,2120-IMG_8980.jpg2120-IMG_8981.jpg,,
2121,E17,B093,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,6,Plantain leaf,,1,Faceted,2121-IMG_8984.jpg2121-IMG_8982.jpg,,
2122,E17,B093,Bowls,,B&W,Jingdezhen,Porcelain,Shards,27,Lotus panels lotus,Chrysanthemum ducks in lotus pond,2,,2122-IMG_8986.jpg2122-IMG_8985.jpg,,
2123,E17,B093,Bowl,,B&W,Jingdezhen,Porcelain,Shard,28,Lotus,Lotus,1,,2123-IMG_8987.jpg2123-IMG_8988.jpg,,
2124,E17,B091,Vases,,B&W,Jingdezhen,Porcelain,Shards,12,Lotus,,2,,2124-IMG_8989.jpg2124-IMG_8990.jpg,,
2125,E17,B091,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,164,,Ducks in lotus pond,1,,2125-IMG_8991.jpg2125-IMG_8992.jpg,,
2126,E17,B091,Dish,,B&W,Jingdezhen,Porcelain,Base shard,41,,Ducks in lotus pond,1,,2126-IMG_8993.jpg2126-IMG_8994.jpg,,
2127,E17,B091,Vase,,B&W,Jingdezhen,Porcelain,Shard,14,Lotus panels scrolls,,1,Eroded,2127-IMG_8995.jpg2127-IMG_8996.jpg,,
2128,E17,B091,Cover?,,B&W,Jingdezhen,Porcelain,Shard,34,Pheonix,,1,Tiered,2128-IMG_8997.jpg2128-IMG_8998.jpg,,
2129,E16,B090,Vase,,B&W,Jingdezhen,Porcelain,Shard,168,Chrysanthemum,,1,,2129-IMG_9000.jpg2129-IMG_8999.jpg,,✓
2130,E16,B090,Bottle?,,B&W,Jingdezhen,Porcelain,Soulder shard,23,Scrolls ribbons,,1,Tiered eroded,2130-IMG_9001.jpg2130-IMG_9002.jpg,,✓
2131,E16,B090,Vase,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels,,1,Eroded,2131-IMG_9003.jpg2131-IMG_9004.jpg,,
2132,E16,B090,Vase,,B&W,Jingdezhen,Porcelain,Shard,34,Leaf,,1,,2132-IMG_9005.jpg2132-IMG_9006.jpg,,
2133,E16,B090,Vase,,B&W,Jingdezhen,Porcelain,Shard,23,Fungus,,1,,2133-IMG_9007.jpg2133-IMG_9008.jpg,,
2134,E16,B090,Bowls,,B&W,Jingdezhen,Porcelain,Shards,60,Lotus panels chrystanthemum,Lotus scrolls,4,,2134-IMG_9010.jpg2134-IMG_9009.jpg,,
2135,E19,B104,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,223,,Lotus bouquet,1,,2135-IMG_2041.jpg2135-IMG_2042.jpg,,
2136,E19,B109,Bowl,Large,B&W,Jingdezhen,Porcelain,Base shard,168,Lotus panels,Peony?,1,Thick base,2136-IMG_2043.jpg2136-IMG_2044.jpg2136-IMG_2045.jpg,,
2137,E19,B106,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,,Branch scroll,1,,2137-IMG_2047.jpg2137-IMG_2046.jpg,,
2138,E17,B093,Dish,Small,B&W,Jingdezhen,Porcelain,Shards,15,,Lotus bouquet,2,Very thin repaired,2138-IMG_2049.jpg2138-IMG_2048.jpg,,
2139,E20,B118,Bowl,,B&W,Jingdezhen,Porcelain,Shard,23,,Dragon,1,Eroded,2139-IMG_2051.jpg2139-IMG_2050.jpg,,
2140,E20,B118,Bowls,,B&W,Jingdezhen,Porcelain,Shards,36,Lotus panels,Lotus,2,,2140-IMG_2052.jpg2140-IMG_2053.jpg,,
2141,E20,B118,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,64,,Lotus,1,,2141-IMG_2055.jpg2141-IMG_2054.jpg,,
2142,E20,B119,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels scrolls phoenix,,1,,2142-IMG_2057.jpg2142-IMG_2056.jpg,,
2143,E20,B112,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,,,1,Eroded,2143-IMG_2058.jpg2143-IMG_2059.jpg,,
2144,E18,B102,Unknown,,B&W,Jingdezhen,Porcelain,Shard,2,Square diaper pattern,,1,Very thin,2144-IMG_2061.jpg2144-IMG_2060.jpg2144-IMG_2062.jpg,,✓
2145,E11,B042,Unknown,,B&W,Jingdezhen,Porcelain,Shard,19,,,1,Fragments of blue remain,2145-IMG_2063.jpg2145-IMG_2064.jpg,,
2146,E19,B104,Jarlet,,B&W,Jingdezhen,Porcelain,Shard,14,,,1,Appliquet ribbing,2146-IMG_2065.jpg2146-IMG_2066.jpg,,✓
2147,E19,B104,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,9,,,1,No blue visible,2147-IMG_2069.jpg2147-IMG_2067.jpg2147-IMG_2068.jpg,,
2148,E16,B088,Vase,,R&W,Jingdezhen,Porcelain,Shard,29,Scroll rings,,1,Only impression of red remains,2148-IMG_2070.jpg2148-IMG_2071.jpg,,✓
2149,D11,B037,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,Lotus panels,,1,,2149-IMG_2997.jpg2149-IMG_2998.jpg,,
2150,D11,B036,Vase,,R&W,Jingdezhen,Porcelain,Shard,7,Scroll,,1,Eroded,2150-IMG_2999.jpg2150-IMG_3000.jpg,,
2151,D11,B036,Bowl,,B&W,Jingdezhen,Porcelain,Shard,3,,Rings,1,,2151-IMG_3002.jpg2151-IMG_3001.jpg,,
2152,D13,B013,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,74,,Ducks in lotus pond,1,,2152-IMG_3004.jpg2152-IMG_3003.jpg,,✓
2153,D13,B013,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,Cloud,,1,,2153-IMG_3006.jpg2153-IMG_3005.jpg,,
2154,D13,B013,Bowl,,B&W,Jingdezhen,Porcelain,Shard,4,Lotus panels scrolls vegetation,Lotus scroll,1,,2154-IMG_3007.jpg2154-IMG_3008.jpg,,
2155,D13,B013,Vase,,B&W,Jingdezhen,Porcelain,Shard,35,,,1,Feceted,2155-IMG_3009.jpg2155-IMG_3010.jpg,,
2156,D11,B036,Vase,,B&W,Jingdezhen,Porcelain,Shards,21,Chrysanthemum scrolls,,3,,2156-IMG_3012.jpg2156-IMG_3011.jpg,,
2157,D11,B036,Dish,,B&W,Jingdezhen,Porcelain,Rim shard,7,Ring,Scrolls,1,Everted rim,2157-IMG_3015.jpg2157-IMG_3014.jpg2157-IMG_3013.jpg,,✓
2158,E22,B132,Dish,,B&W,Jingdezhen,Porcelain,Base shard,44,,Floral,1,,2158-IMG_3017.jpg2158-IMG_3016.jpg,,
2159,E22,B132,Vase,,B&W,Jingdezhen,Porcelain,Shards,56,Lotus panels lotus,,2,,2159-IMG_3020.jpg2159-IMG_3019.jpg,,
2160,E22,B132,Bowl,,B&W,Jingdezhen,Porcelain,Shard,14,,,1,,2160-IMG_3022.jpg2160-IMG_3021.jpg,,
2161,D12,B033,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels lotus,,1,,2161-IMG_3023.jpg2161-IMG_3024.jpg,,
2162,E22,B132,Vase,,B&W,Jingdezhen,Porcelain,Shards,16,Waves water plants,,3,,2162-IMG_3026.jpg2162-IMG_3025.jpg,,
2163,E11,B043,Vase,,B&W,Jingdezhen,Porcelain,Shard,4,,,1,,2163-IMG_3027.jpg2163-IMG_3028.jpg,,
2164,E22,B131,Vase,,B&W,Jingdezhen,Porcelain,Shards,23,Lotus panels fretwork,,2,,2164-IMG_3029.jpg2164-IMG_3030.jpg,,
2165,E22,B131,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,8,Lotus,,1,Faceted,2165-IMG_3031.jpg2165-IMG_3032.jpg,,
2166,D11,B037,Guan,Small,B&W,Jingdezhen,Porcelain,Shard,46,Chrysanthemum,,1,,2166-IMG_3033.jpg2166-IMG_3034.jpg,,
2167,D11,B037,Vase,,B&W,Jingdezhen,Porcelain,Shards,20,Scrolls lotus,,2,,2167-IMG_3036.jpg2167-IMG_3035.jpg,,
2168,E19,B109,Bowl,,B&W,Jingdezhen,Porcelain,Shards,12,Lotus scroll,Lotus,2,,2168-IMG_3038.jpg2168-IMG_3037.jpg,,
2169,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Shard,25,Scrolls lotus,,1,Faceted,2169-IMG_3039.jpg2169-IMG_3040.jpg,,
2170,E19,B106,Bowl,,B&W,Jingdezhen,Porcelain,Shard,4,Lotus,Lotus,1,,2170-IMG_3041.jpg2170-IMG_3042.jpg,,
2171,E19,B108,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,8,Lotus panels,,1,Faceted,2171-IMG_3044.jpg2171-IMG_3043.jpg,,
2172,E22,B132,Vase,,R&W,Jingdezhen,Porcelain,Shard,8,Lotus,,1,Eroded,2172-IMG_3046.jpg2172-IMG_3045.jpg,,
2173,E12,B019,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,143,Lotus panels,Lotus bouquet,1,,2173-IMG_3722.jpg2173-IMG_3723.jpg,,
2174,E12,B019,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,142,Lotus panels,Lotus scrolls,1,,2174-IMG_3725.jpg2174-IMG_3724.jpg,,
2175,E12,B019,Guan,Small,B&W,Jingdezhen,Porcelain,Shard,33,Peony,,1,,2175-IMG_3726.jpg2175-IMG_3727.jpg,,
2176,E13,B018,Bowl,Large,B&W,Jingdezhen,Porcelain,Base,451,Lotus panels,Lotus pond,1,,2176-IMG_3728.jpg2176-IMG_3730.jpg2176-IMG_3729.jpg,,
2177,E15,B054,Vase,Large,B&W,Jingdezhen,Porcelain,Shard,30,Lotus panels,,1,Luted,2177-IMG_3731.jpg2177-IMG_3732.jpg,,
2178,E15,B054,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,Scroll lotus pond,,1,,2178-IMG_3733.jpg2178-IMG_3734.jpg,,
2179,E13,B018,Bowl,Small,B&W,Jingdezhen,Porcelain,Base shard,82,Lotus panels,Lotus,1,,2179-IMG_3735.jpg2179-IMG_3736.jpg,,
2180,E13,B018,Vase,Large,B&W,Jingdezhen,Porcelain,Shard,62,Scrolls,,1,Luted,2180-IMG_3738.jpg2180-IMG_3737.jpg,,
2181,E16,B068,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,72,,Lotus bouquet,1,,2181-IMG_3740.jpg2181-IMG_3739.jpg,,
2182,E16,B069,Vase,,B&W,Jingdezhen,Porcelain,Shard,34,Lotus panels leaves in cross-hatched reverse,,1,Reverse decorated luted,2182-IMG_3741.jpg2182-IMG_3742.jpg,,
2183,E13,B018,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,220,Lotus panels,Ducks in lotus pond,1,,2183-IMG_4230.jpg2183-IMG_4231.jpg,,
2184,E13,B018,Vase,,B&W,Jingdezhen,Porcelain,Shard,2,Fretwork band,,1,,2184-IMG_4232.jpg2184-IMG_4233.jpg,,
2185,E19,B107,Guan,Small,B&W,Jingdezhen,Porcelain,Shard,67,Phoenix lotus scroll,,1,,2185-IMG_4235.jpg2185-IMG_4234.jpg,,✓
2186,E16,B076,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,139,Lotus petals,Lotus lotus scroll band,1,,2186-IMG_4236.jpg2186-IMG_4237.jpg,,✓
2187,E16,B076,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,Phoenix cloud,,1,,2187-IMG_4239.jpg2187-IMG_4238.jpg,,
2188,E16,B076,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,38,Lotus panels,Ducks in lotus pond,1,Ducks facing outwards,2188-IMG_4240.jpg2188-IMG_4241.jpg,,✓
2189,E16,B076,Bowl,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels lotus scroll band,Lotus scrolls,1,,2189-IMG_4242.jpg2189-IMG_4243.jpg,,
2190,E11,B041,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,68,,Ducks in lotus pond,1,,2190-IMG_4245.jpg2190-IMG_4244.jpg,,
2191,E11,B041,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,,,1,,2191-IMG_4247.jpg2191-IMG_4246.jpg,,
2192,E11,B041,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,119,,Double vajra design but floral,1,,2192-IMG_4249.jpg2192-IMG_4248.jpg,,✓
2193,J12,B065,Bowl,,B&W,Jingdezhen,Porcelain,Shard,2,,Floral,1,,2193-IMG_4250.jpg2193-IMG_4251.jpg,,
2194,E14,B107,Bowl,,B&W,Jingdezhen,Porcelain,Shards,7,Lotus scroll band,Lotus scroll band,2,,2194-IMG_4252.jpg2194-IMG_4253.jpg,,
2195,E16,B080,Jarlet,,B&W,Jingdezhen,Porcelain,Shard,14,Beaded ribs,,1,Applique,2195-IMG_4254.jpg2195-IMG_4255.jpg,,✓
2196,E19,B105,Bowl,,B&W,Jingdezhen,Porcelain,Shards,2,Lotus scroll band,,2,,2196-IMG_4257.jpg2196-IMG_4256.jpg,,
2197,E19,B108,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,Unidentified,,1,,2197-IMG_4258.jpg2197-IMG_4259.jpg,,
2198,E16,B079,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,184,Lotus panels,Lotus bouquet,1,,2198-IMG_4261.jpg2198-IMG_4260.jpg,,
2199,E16,B079,Bowl,Medium,B&W,Jingdezhen,Porcelain,Shard,52,Lotus panels,Lotus pond,1,,2199-IMG_4263.jpg2199-IMG_4262.jpg,,
2200,E16,B079,Guan,Small,B&W,Jingdezhen,Porcelain,Shard,34,Peony scroll band,,1,,2200-IMG_4264.jpg2200-IMG_4265.jpg,,
2201,E16,B080,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus panels scroll band,,1,Repaired,2201-IMG_4267.jpg2201-IMG_4266.jpg,,
2202,E16,B076,Bowl,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels with auspicious symbols,,1,,2202-IMG_4268.jpg2202-IMG_4269.jpg,,✓
2203,E16,B076,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,12,Scroll band,Chrysanthemum,1,,2203-IMG_4271.jpg2203-IMG_4270.jpg,,
2204,E16,B076,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,276,Lotus panels,Ducks in lotus pond,1,,2204-IMG_4272.jpg2204-IMG_4273.jpg,,
2205,E16,B076,Vase,,B&W,Jingdezhen,Porcelain,Shard,57,Dragon,,1,Large scales filled in clay adhering to interior,2205-IMG_4274.jpg2205-IMG_4275.jpg,,✓
2206,E21,B123,Guan,Medium,B&W,Jingdezhen,Porcelain,Shard,122,Floral,,1,,2206-P8246359.jpg2206-P8246358.jpg,,
2207,D15,B002,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,398,,Ducks in lotus pond,1,Only remnants of blue,2207-P8246360.jpg2207-P8246361.jpg,,
2208,D14,B008,Guan,Medium,B&W,Jingdezhen,Porcelain,Base shard,144,Rings,,1,Round base luted,2208-P8246363.jpg2208-P8246365.jpg2208-P8246364.jpg,,
2209,E11,B039,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels,,1,,2209-P8246366.jpg2209-P8246367.jpg,,
2210,E16,B079,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,Leaves,,1,Reddish body luted,2210-P8246368.jpg2210-P8246369.jpg,,
2211,D13,B010,Bowl,,B&W,Jingdezhen,Porcelain,Shard,42,Lotus panels,Double vajra,1,,2211-P8246371.jpg2211-P8246370.jpg,,
2212,E15,B046,Ewer,,B&W,Jingdezhen,Porcelain,Shard,8,Panels,,1,Handle mount,2212-P8246373.jpg2212-P8246372.jpg,,✓
2213,E16,B078,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Chrysanthemum,,1,,2213-P8246375.jpg2213-P8246374.jpg,,
2214,E16,B081,Vase,,R&W,Jingdezhen,Porcelain,Shard,4,,,1,Faded pigment,2214-P8246377.jpg2214-P8246376.jpg,,
2215,C11,B034,Bowls,,B&W,Jingdezhen,Porcelain,Shards,7,Lotus scroll,Rings,2,,2215-P8246378.jpg2215-P8246379.jpg,,
2216,F11,B050,Bowl,,B&W,Jingdezhen,Porcelain,Shard,3,Lotus scroll,Lotus,1,,2216-P8246380.jpg2216-P8246381.jpg,,
2217,E21,B124,Bowl,,B&W,Jingdezhen,Porcelain,Shard,7,Lotus panels lotus,Rings,1,,2217-P8246382.jpg2217-P8246383.jpg,,
2218,E16,B078,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,Lotus leaves,,1,,2218-P8246384.jpg2218-P8246385.jpg,,
2219,D15,B003,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,Leaves,1,,2219-P8246386.jpg2219-P8246387.jpg,,
2220,E17,B097,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Peony,,1,,2220-PA268851.jpg2220-PA268852.jpg,,
2221,E17,B097,Bowl,,B&W,Jingdezhen,Porcelain,Shard,23,Lotus panels,Ducks in lotus pond,1,,2221-PA268853.jpg2221-PA268854.jpg,,
2222,E17,B097,Bowls,,B&W,Jingdezhen,Porcelain,Shards,19,Lotus,,2,,2222-PA268856.jpg2222-PA268855.jpg,,
2223,E17,B097,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels coin band,,1,Faceted luted,2223-PA268857.jpg2223-PA268858.jpg,,
