UIN,Grid Number,Batch Number,Description/Shape,Size,Glaze Type,Kiln,Material,Condition,Weight,Decoration Exterior,Decoration Interior,Qty,Remarks,Image,Box Label,Highlight
1859,E16,B4?,Vase,,B&W,Jingdezhen,Porcelain,Shard,18,Morning glory,,1,Faceted,1859-IMG_4177.jpg1859-IMG_4176.jpg,,
1860,E16,B4?,Bowls,,B&W,Jingdezhen,Porcelain,Shards,226,,,10,,1860-IMG_4178.jpg1860-IMG_4179.jpg,,
1861,E11,B040,Bowls,Small,B&W,Jingdezhen,Porcelain,Bases,129,,Lotus bouquet,2,,1861-IMG_4182.jpg1861-IMG_4183.jpg,,
1862,E11,B041,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,242,Lotus panels,Ducks in lotus pond,2,,1862-IMG_4186.jpg1862-IMG_4187.jpg,,
1863,E11,B041,Vases,,B&W,Jingdezhen,Porcelain,Shards,11,,,2,,1863-IMG_4189.jpg1863-IMG_4188.jpg,,
1864,E16,B090,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,275,Lotus panels,Ducks in lotus pond,1,,1864-IMG_4193.jpg1864-IMG_4192.jpg,,
1865,E16,B090,Bowl?,Small,B&W,Jingdezhen,Porcelain,Base,123,Leaf band,Lotus pond leaf band,1,Pond but no ducks coral encrusted,1865-IMG_4194.jpg1865-IMG_4195.jpg,,✓
1866,E16,B079,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,115,,Floral,1,Qingbai glaze exterior,1866-IMG_4198.jpg1866-IMG_4199.jpg,,
1867,E16,B079,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,56,Lotus panels fungus band,Scroll,1,,1867-IMG_4200.jpg1867-IMG_4201.jpg,,
1868,E16,B074,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,64,,Lotus bouquet,1,,1868-IMG_4205.jpg1868-IMG_4204.jpg,,
1869,E20,B115,Vase,,B&W,Jingdezhen,Porcelain,Shoulder neck shard,81,Lotus panels,,1,Tiered scalloped moulded,1869-IMG_4091.jpg1869-IMG_4092.jpg,,✓
1870,E12,B020,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,Berries in panels? frett work,,1,Faceted,1870-IMG_4211.jpg1870-IMG_4210.jpg,,
1871,E12,B020,Bowl,,B&W,Jingdezhen,Porcelain,Shard,17,,,1,Eroded,1871-IMG_4213.jpg1871-IMG_4212.jpg,,
1872,E12,B020,Vases,,B&W,Jingdezhen,Porcelain,Shards,18,Bird?,,2,,1872-IMG_4215.jpg1872-IMG_4214.jpg,,
1873,E12,B020,Bowls,,B&W,Jingdezhen,Porcelain,Shards,44,,,10,,1873-IMG_4217.jpg1873-IMG_4216.jpg,,
1874,E16,B074,Bowls,,B&W,Jingdezhen,Porcelain,Shards,56,,,6,,1874-IMG_4219.jpg1874-IMG_4220.jpg,,
1875,E16,B075,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,Panels scroll,,1,Faceted,1875-IMG_4223.jpg1875-IMG_4224.jpg,,
1876,E16,B075,Vases,,B&W,Jingdezhen,Porcelain,Shards,91,,,5,,1876-IMG_4225.jpg1876-IMG_4226.jpg,,
1877,E16,B075,Bowls,,B&W,Jingdezhen,Porcelain,Shards,174,,,11,,1877-IMG_4229.jpg1877-IMG_4227.jpg,,
1878,E16,B073,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Rock work? peony,,1,,1878-IMG_4233.jpg1878-IMG_4232.jpg,,✓
1879,E16,B073,Vase,,B&W,Jingdezhen,Porcelain,Shard,18,Lotus,,1,,1879-IMG_4235.jpg1879-IMG_4234.jpg,,
1880,E16,B073,Bowls,,B&W,Jingdezhen,Porcelain,Shards,120,,,6,,1880-IMG_4236.jpg1880-IMG_4237.jpg,,
1881,D12,B026,Guan,,B&W,Jingdezhen,Porcelain,Base shard,438,Peony,,1,Eroded luted base,1881-IMG_4239.jpg1881-IMG_4238.jpg,,✓
1882,D12,B026,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,11,Lotus band,Leaf band,1,,1882-IMG_4240.jpg1882-IMG_4241.jpg,,
1883,E11,B040,Bowls,,B&W,Jingdezhen,Porcelain,Shards,37,,,6,,1883-IMG_4245.jpg1883-IMG_4244.jpg,,
1884,E11,B040,Vases,,B&W,Jingdezhen,Porcelain,Shards,26,,,4,,1884-IMG_4246.jpg1884-IMG_4247.jpg,,
1885,E15,B048,Bowls,Medium & small,B&W,Jingdezhen,Porcelain,Bases,239,Lotus panels,Lotus bouquet,2,,1885-IMG_4251.jpg1885-IMG_4250.jpg,,
1886,E15,B048,Bowls,,B&W,Jingdezhen,Porcelain,Shards,23,,,3,,1886-IMG_4252.jpg1886-IMG_4253.jpg,,
1887,E23,B144,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,361,Lotus panels,Ducks in lotus pond,2,,1887-IMG_4258.jpg1887-IMG_4257.jpg,,
1888,E23,B144,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,208,Lotus panels,Lotus bouquet,1,,1888-IMG_4260.jpg1888-IMG_4259.jpg,,
1889,E16,B080,Bowls,,B&W,Jingdezhen,Porcelain,Shards,74,,,4,,1889-IMG_4263.jpg,,
1890,E13,B018,Vases,,B&W,Jingdezhen,Porcelain,Shards,13,,,3,,1890-IMG_4268.jpg1890-IMG_4267.jpg,,
1891,E15,B054,Bowls,,B&W,Jingdezhen,Porcelain,Shards,64,Lotus petals,,4,,1891-IMG_4274.jpg1891-IMG_4273.jpg,,
1892,E16,B4?,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,113,,Chrysanthemums,1,Shufu shape coral encrusted,1892-IMG_4279.jpg1892-IMG_4280.jpg,,✓
1893,E15,B052,Bowls,,B&W,Jingdezhen,Porcelain,Shards,17,,,4,,1893-IMG_4286.jpg1893-IMG_4285.jpg,,
1894,E12,B020,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,172,Lotus panels,Ducks in lotus pond,1,Eroded,1894-IMG_4289.jpg1894-IMG_4290.jpg,,
1895,E11,B043,Vase,,B&W,Jingdezhen,Porcelain,Shard,24,Pine scroll,,1,,1895-IMG_4293.jpg1895-IMG_4294.jpg,,✓
1896,E18,B102,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,324,Lotus panels,Ducks in lotus pond,2,,1896-IMG_4297.jpg1896-IMG_4298.jpg,,
1897,E18,B102,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,253,,Lotus bouquet?,2,,1897-IMG_4300.jpg1897-IMG_4299.jpg,,
1898,E11,B043,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,113,,Ducks in lotus pond,1,Eroded,1898-IMG_4303.jpg1898-IMG_4304.jpg,,
1899,E11,B043,Vase,,B&W,Jingdezhen,Porcelain,Shard,19,,,1,,1899-IMG_4305.jpg1899-IMG_4306.jpg,,
1900,E20,B114,Vase?,,B&W,Jingdezhen,Porcelain,Shard,36,Chrysanthemum?,,1,Cobalt fused,1900-IMG_4310.jpg1900-IMG_4309.jpg,,
1901,E20,B114,Bowl,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus panels lotus,,1,,1901-IMG_4311.jpg1901-IMG_4312.jpg,,
1902,E20,B114,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,Lotus,,1,,1902-IMG_4314.jpg1902-IMG_4313.jpg,,
1903,D12,B029,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,156,Lotus panels,Ducks in lotus pond,1,,1903-IMG_4317.jpg1903-IMG_4318.jpg,,
1904,D12,B029,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,Panels scroll,,1,Faceted,1904-IMG_4320.jpg1904-IMG_4319.jpg,,
1905,D12,B029,Vases,,B&W,Jingdezhen,Porcelain,Shards,14,,,2,,1905-IMG_4321.jpg1905-IMG_4322.jpg,,
1906,D12,B029,Bowls,,B&W,Jingdezhen,Porcelain,Shards,16,Lotus panels,,2,,1906-IMG_4323.jpg1906-IMG_4324.jpg,,
1907,D11,B036,Vase,,B&W,Jingdezhen,Porcelain,Shard,4,Lotus,,1,Faceted,1907-IMG_4327.jpg1907-IMG_4328.jpg,,
1908,D11,B036,Vases,,B&W,Jingdezhen,Porcelain,Shards,15,,,4,,1908-IMG_4329.jpg1908-IMG_4330.jpg,,
1909,D13,B010,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,Dragon?,,1,,1909-IMG_4334.jpg1909-IMG_4333.jpg,,
1910,D13,B010,Bowls,,B&W,Jingdezhen,Porcelain,Shards,91,,,4,,1910-IMG_4335.jpg1910-IMG_4336.jpg,,
1911,D12,B033,Vases,,B&W,Jingdezhen,Porcelain,Shards,22,,,2,,1911-IMG_4339.jpg1911-IMG_4340.jpg,,
1912,D11,B035,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,351,Lotus panels,Ducks in lotus pond,2,,1912-IMG_4343.jpg1912-IMG_4344.jpg,,
1913,D11,B035,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,169,Lotus panels,Morning glory peony,1,Eroded,1913-IMG_4346.jpg1913-IMG_4345.jpg,,
1914,D12,B028,Vases,,B&W,Jingdezhen,Porcelain,Shards,44,,,4,,1914-IMG_4349.jpg1914-IMG_4350.jpg,,
1915,D12,B028,Bowls,,B&W,Jingdezhen,Porcelain,Shards,27,,,5,,1915-IMG_4352.jpg1915-IMG_4351.jpg,,
1916,E18,B102,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,9,Lotus band,scroll,1,Carinated,1916-IMG_4355.jpg1916-IMG_4356.jpg,,
1917,E18,B102,Vases,,B&W,Jingdezhen,Porcelain,Shards,31,,,3,,1917-IMG_4358.jpg1917-IMG_4357.jpg,,
1918,E18,B102,Bowls,,B&W,Jingdezhen,Porcelain,Shards,108,,,11,,1918-IMG_4359.jpg1918-IMG_4360.jpg,,
1919,E18,B101,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,Lotus panels,,1,Faceted,1919-IMG_4363.jpg1919-IMG_4364.jpg,,
1920,E18,B101,Bowls,,B&W,Jingdezhen,Porcelain,Shards,60,,,8,,1920-IMG_4365.jpg1920-IMG_4366.jpg,,
1921,E16,B077,Bowls,,B&W,Jingdezhen,Porcelain,Shards,78,,,5,,1921-IMG_4369.jpg1921-IMG_4370.jpg,,
1922,E23,B144,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Leaf panels,,1,Faceted,1922-IMG_4373.jpg1922-IMG_4374.jpg,,
1923,E23,B144,Bowls,,B&W,Jingdezhen,Porcelain,Shards,56,,,6,,1923-IMG_4376.jpg1923-IMG_4375.jpg,,
1924,E20,B111,Vases,,B&W,Jingdezhen,Porcelain,Shards,14,,,3,,1924-IMG_4380.jpg1924-IMG_4379.jpg,,
1925,E20,B111,Bowls,,B&W,Jingdezhen,Porcelain,Shards,41,,,4,,1925-IMG_4381.jpg1925-IMG_4382.jpg,,
1926,F15,B064,Cover,,B&W,Jingdezhen,Porcelain,Rim shard,12,Frett work scroll,,1,Flat top,1926-IMG_4388.jpg1926-IMG_4385.jpg1926-IMG_4386.jpg1926-IMG_4387.jpg,,✓
1927,F15,B064,Guan?,,B&W,Jingdezhen,Porcelain,Shard,21,Leaves scroll,,1,,1927-IMG_4389.jpg1927-IMG_4390.jpg,,
1928,F15,B064,Bottle?,,B&W,Jingdezhen,Porcelain,Mouth shard,9,Plantain leaves,,1,Unlazed around mouth exterior glazed interior,1928-IMG_4393.jpg1928-IMG_4392.jpg1928-IMG_4391.jpg,,✓
1929,F15,B064,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,14,Lotus panels,,1,,1929-IMG_4394.jpg1929-IMG_4395.jpg,,
1930,F15,B064,Bowls,,B&W,Jingdezhen,Porcelain,Shards,36,,,6,,1930-IMG_4396.jpg1930-IMG_4397.jpg,,
1931,D11,B035,Vases,,B&W,Jingdezhen,Porcelain,Shards,13,,,3,,1931-IMG_4401.jpg1931-IMG_4400.jpg,,
1932,D11,B035,Bowls,,B&W,Jingdezhen,Porcelain,Shards,45,,,5,,1932-IMG_4402.jpg1932-IMG_4403.jpg,,
1933,E23,B145,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus panels scroll panels,,1,Faceted,1933-IMG_4406.jpg1933-IMG_4407.jpg,,
1934,E23,B145,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Clouds? scroll,,1,,1934-IMG_4408.jpg1934-IMG_4409.jpg,,
1935,E23,B145,Vases,,B&W,Jingdezhen,Porcelain,Shards,24,Waves flowers reverse decorated,,2,1 chipped,1935-IMG_4411.jpg1935-IMG_4410.jpg,,
1936,E20,B114,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus,,1,Faceted,1936-IMG_4415.jpg1936-IMG_4414.jpg,,
1937,E20,B114,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,Leaves,,1,,1937-IMG_4417.jpg1937-IMG_4416.jpg,,
1938,E20,B114,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels,Lotus,1,,1938-IMG_4418.jpg1938-IMG_4419.jpg,,
1939,E20,B114,Bowl,,B&W,Jingdezhen,Porcelain,Shard,23,Lotus panels lotus,Dragon,1,3 claw,1939-IMG_4422.jpg1939-IMG_4423.jpg,,✓
1940,D13,B012,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,Dragon,,1,,1940-IMG_4426.jpg1940-IMG_4427.jpg,,
1941,D11,B037,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,227,,Ducks in lotus pond,1,Coral encrusted,1941-IMG_4431.jpg1941-IMG_4430.jpg,,
1942,D12,B033,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,180,Lotus panels,Ducks in lotus pond,1,Coral encrusted,1942-IMG_4435.jpg1942-IMG_4436.jpg,,
1943,D12,B033,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,113,,Lotus bouquet,1,Shufu shape coral encrusted,1943-IMG_4439.jpg,,
1944,D12,B033,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,,,1,,1944-IMG_4442.jpg1944-IMG_4441.jpg,,
1945,D12,B033,Bowls,,B&W,Jingdezhen,Porcelain,Shards,19,,,2,,1945-IMG_4443.jpg1945-IMG_4444.jpg,,
1946,E20,B114,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,99,Lotus panels leaves,,1,Eroded,1946-IMG_4447.jpg1946-IMG_4446.jpg,,
1947,E20,B114,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,168,,Ducks in lotus pond,1,,1947-IMG_4449.jpg1947-IMG_4448.jpg,,
1948,E20,B114,Cover?,,B&W,Jingdezhen,Porcelain,Shard,12,Peony?,,1,Tiered,1948-IMG_4453.jpg1948-IMG_4452.jpg,,
1949,E20,B114,Vase,,B&W,Jingdezhen,Porcelain,Shard,18,Leaves frett work,,2,,1949-IMG_4455.jpg1949-IMG_4454.jpg,,
1950,E20,B112,Guan,,B&W,Jingdezhen,Porcelain,Shard,683,Peony,,1,Luted base,1950-IMG_4473.jpg1950-IMG_4472.jpg,,✓
1951,E20,B112,Bowl,Medium,B&W,Jingdezhen,Porcelain,,150,Lotus panels,Lotus bouquet,1,,1951-IMG_4475.jpg1951-IMG_4474.jpg,,
1952,E20,B112,Bowls,,B&W,Jingdezhen,Porcelain,Shards,24,Lotus panels,,2,,1952-IMG_4476.jpg1952-IMG_4477.jpg,,
1953,E18,B102,Bowl,Medium,B&W,Jingdezhen,Porcelain,,204,Lotus panels,Ducks in lotus pond,1,Eroded,1953-IMG_4478.jpg1953-IMG_4479.jpg,,
1954,E20,B118,Guan?,,B&W,Jingdezhen,Porcelain,Shard,85,Peony,,1,,1954-IMG_4480.jpg1954-IMG_4481.jpg,,
1955,E20,B118,Vases,,B&W,Jingdezhen,Porcelain,Shards,24,Lotus panels,,2,,1955-IMG_4482.jpg1955-IMG_4483.jpg,,
1956,E20,B118,Bowl,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels,,1,Eroded,1956-IMG_4484.jpg1956-IMG_4485.jpg,,
1957,E18,B102,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,165,,Ducks in lotus pond,1,,1957-IMG_4486.jpg1957-IMG_4487.jpg,,
1958,E18,B102,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,34,,Phoenix,1,,1958-IMG_4489.jpg1958-IMG_4488.jpg,,✓
1959,E18,B102,Vases,,B&W,Jingdezhen,Porcelain,Shards,42,,,3,,1959-IMG_4490.jpg1959-IMG_4491.jpg,,
1960,E12,B024,Bowls,,B&W,Jingdezhen,Porcelain,Shards,86,Lotus panels,,2,,1960-IMG_4493.jpg1960-IMG_4492.jpg,,
1961,E12,B023,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,73,,Lotus bouquet,1,Shufu shape,1961-IMG_4496.jpg1961-IMG_4497.jpg,,
1962,E12,B023,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,43,,,1,Eroded,1962-IMG_4498.jpg1962-IMG_4499.jpg,,
1963,E12,B023,Vases,,B&W,Jingdezhen,Porcelain,Shards,31,,,2,,1963-IMG_4501.jpg1963-IMG_4500.jpg,,
1964,E12,B023,Bowls,,B&W,Jingdezhen,Porcelain,Shards,54,,,6,,1964-IMG_4503.jpg1964-IMG_4502.jpg,,
1965,E12,B023,Vases,,B&W,Jingdezhen,Porcelain,Shards,4,Beard? scales,,2,,1965-IMG_4505.jpg1965-IMG_4504.jpg,,
1966,E12,B023,Cup,Small,B&W,Jingdezhen,Porcelain,Shard,1,,Chrysanthemum,1,,1966-IMG_4507.jpg1966-IMG_4506.jpg,,
1967,E18,B103,Cup,Small,B&W,Jingdezhen,Porcelain,Base,21,,Chrysanthemum,1,,1967-IMG_4508.jpg1967-IMG_4509.jpg,,
1968,E18,B103,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,114,Lotus panels,Peony?,1,Eroded coral encrusted,1968-IMG_4510.jpg1968-IMG_4511.jpg,,
1969,D12,B026,Bowl?,Large,B&W,Jingdezhen,Porcelain,Base shard,224,Lotus panels,Chrysanthemum band leaves,1,Flat base,1969-IMG_4512.jpg1969-IMG_4513.jpg,,✓
1970,D12,B026,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,Lotus pond,,1,,1970-IMG_4515.jpg1970-IMG_4514.jpg,,
1972,D12,B026,Bowls,,B&W,Jingdezhen,Porcelain,Shards,59,,,4,,1972-IMG_4518.jpg1972-IMG_4519.jpg,,
1973,E20,B144,Guan?,,B&W,Jingdezhen,Porcelain,Shard,66,Peony,,1,,1973-IMG_4521.jpg1973-IMG_4520.jpg,,
1974,E20,B144,Vase,,B&W,Jingdezhen,Porcelain,Shard,34,Lotus panels lotus,,1,,1974-IMG_4523.jpg1974-IMG_4522.jpg,,
1975,E20,B144,Guan?,,B&W,Jingdezhen,Porcelain,Neck shard,33,Chrysanthemum,,1,Flanged?,1975-IMG_4524.jpg1975-IMG_4525.jpg,,✓
1976,E20,B111,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,138,Lotus panels,Ducks in lotus pond,1,,1976-IMG_4526.jpg1976-IMG_4527.jpg,,
1977,E20,B111,Bowl,,B&W,Jingdezhen,Porcelain,Shard,7,Lotus panels,,1,,1977-IMG_4528.jpg1977-IMG_4529.jpg,,
1978,E19,B104,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Panels,,1,Faceted,1978-IMG_4532.jpg1978-IMG_4531.jpg,,
1979,E18,B102,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,,,1,Unusual double lines and colour 2 of 1,1979-IMG_4533.jpg1979-IMG_4534.jpg,,✓
1980,E15,B056,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,11,Chrysanthemum band,Lotus band,1,,1980-IMG_4541.jpg1980-IMG_4540.jpg,,
1981,D15,B007,Bowls,,B&W,Jingdezhen,Porcelain,Shards,45,,,5,,1981-IMG_4544.jpg1981-IMG_4545.jpg,,
1982,E12,B021,Bowls,Small,B&W,Jingdezhen,Porcelain,Base,69,,Lotus bouquet,1,Shufu shape,1982-IMG_4548.jpg1982-IMG_4549.jpg,,
1983,E12,B021,Cup,Small,B&W,Jingdezhen,Porcelain,Shard,5,Leaves,,1,,1983-IMG_4551.jpg1983-IMG_4550.jpg,,
1984,E12,B021,Bowl,,B&W,Jingdezhen,Porcelain,Shard,5,Leaves,Leaves,1,,1984-IMG_4553.jpg1984-IMG_4552.jpg,,
1985,E12,B021,Vases,,B&W,Jingdezhen,Porcelain,Shards,7,,,3,,1985-IMG_4554.jpg1985-IMG_4555.jpg,,
1986,E11,B042,Vase,,B&W,Jingdezhen,Porcelain,Shard,20,Leaves scroll,,1,,1986-IMG_4558.jpg1986-IMG_4559.jpg,,
1987,E12,B019,Cup,Small,B&W,Jingdezhen,Porcelain,Rim shard,5,Chrysanthemum,Frett work,1,,1987-IMG_4562.jpg1987-IMG_4563.jpg,,
1988,E12,B019,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,9,Scroll,,1,,1988-IMG_4565.jpg1988-IMG_4564.jpg,,
1989,E12,B019,Vases,,B&W,Jingdezhen,Porcelain,Shards,11,,,2,,1989-IMG_4567.jpg1989-IMG_4566.jpg,,
1990,E12,B019,Bowls,,B&W,Jingdezhen,Porcelain,Shards,36,,,6,,1990-IMG_4568.jpg1990-IMG_4569.jpg,,
1991,E18,B101,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,82,Lotus panels,Ducks in lotus pond,1,,1991-IMG_4573.jpg1991-IMG_4572.jpg,,
1992,E18,B101,Bowl,,B&W,Jingdezhen,Porcelain,Shard,56,Lotus panels,Lotus pond,1,Eroded,1992-IMG_4575.jpg1992-IMG_4574.jpg,,
1993,E16,B080,Bowl,,B&W,Jingdezhen,Porcelain,Shard,114,Lotus panels,Peony?,1,,1993-IMG_4578.jpg1993-IMG_4579.jpg,,
1994,E16,B080,Bowl,,B&W,Jingdezhen,Porcelain,Shard,30,Lotus panels lotus,Lotus pond?,1,,1994-IMG_4581.jpg1994-IMG_4580.jpg,,
1995,E16,B080,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Lotus panels scroll panels,,1,Faceted,1995-IMG_4582.jpg1995-IMG_4583.jpg,,
1996,E16,B088,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,232,Lotus panels,Lotus pond,1,,1996-IMG_4777.jpg1996-IMG_4776.jpg,,✓
1997,E16,B088,Vase,,B&W,Jingdezhen,Porcelain,Shard,56,Dragon,,1,3 claw,1997-IMG_4779.jpg1997-IMG_4778.jpg,,
1998,E16,B088,Bowl,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus,,1,,1998-IMG_4781.jpg1998-IMG_4780.jpg,,
1999,E16,B088,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,8,Dots,,1,,1999-IMG_4782.jpg1999-IMG_4783.jpg,,✓
2000,E16,B088,Bowl,,B&W,Jingdezhen,Porcelain,Base shard,84,Lotus panels,Double vajra?,1,,2000-IMG_4784.jpg2000-IMG_4785.jpg,,
2028,E12,B021,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Lotus panels scrolls,,1,,2028-IMG_4786.jpg2028-IMG_4787.jpg,,
2029,E12,B021,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,Floral panels,,1,Faceted,2029-IMG_4789.jpg2029-IMG_4788.jpg,,
2030,E12,B027,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,18,Lotus panels lotus scrolls,Scrolls,1,,2030-IMG_4791.jpg2030-IMG_4790.jpg,,
2031,E12,B021,Vase,,B&W,Jingdezhen,Porcelain,Shard,25,Lotus,,1,,2031-IMG_4793.jpg2031-IMG_4792.jpg,,
2032,E12,B021,Bowl,,B&W,Jingdezhen,Porcelain,Shard,35,Lotus panels,,1,,2032-IMG_4795.jpg2032-IMG_4794.jpg,,
2033,E12,B021,Bowls,,B&W,Jingdezhen,Porcelain,Shards,32,,,3,,2033-IMG_4797.jpg2033-IMG_4796.jpg,,
2034,E16,B089,Vase,,B&W,Jingdezhen,Porcelain,Shard,47,Lotus panels lotus,,1,Internal crack repair,2034-IMG_4798.jpg2034-IMG_4799.jpg,,
2035,E16,B089,Bowls,,B&W,Jingdezhen,Porcelain,Shards,132,,,6,,2035-IMG_4800.jpg2035-IMG_4801.jpg,,
2036,E16,B085,Vase,,B&W,Jingdezhen,Porcelain,Shard,27,Lotus scroll,,1,,2036-IMG_4885.jpg2036-IMG_4886.jpg,,
2037,E16,B085,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels,,1,Faceted,2037-IMG_4887.jpg2037-IMG_4888.jpg,,
2038,E16,B085,Vase,,B&W,Jingdezhen,Porcelain,Shard,45,Lotus scroll,,1,,2038-IMG_4889.jpg2038-IMG_4890.jpg,,
2039,E16,B085,Vase,,B&W,Jingdezhen,Porcelain,Shard,20,Dragon,,1,,2039-IMG_4892.jpg2039-IMG_4891.jpg,,
2040,E16,B085,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,119,,Lotus bouquet,1,,2040-IMG_4894.jpg2040-IMG_4893.jpg,,
2041,E16,B085,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,59,,Floral bouquet,1,,2041-IMG_4896.jpg2041-IMG_4895.jpg,,
2042,E13,B018,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Scroll,Lotus,1,Green from algae,2042-IMG_4898.jpg2042-IMG_4897.jpg,,
2043,E16,B085,Cover,Small,B&W,Jingdezhen,Porcelain,Shard,11,Scroll,,1,Tiered knob missing,2043-IMG_5017.jpg2043-IMG_5018.jpg2043-IMG_5019.jpg,,✓
2044,E16,B085,Vase,,B&W,Jingdezhen,Porcelain,Shard,31,Pine prunus scroll,,1,,2044-IMG_5021.jpg2044-IMG_5020.jpg,,
2045,E16,B085,Vase,,B&W,Jingdezhen,Porcelain,Shard,23,Lotus panels scroll cloud,,1,Luted,2045-IMG_5022.jpg2045-IMG_5023.jpg,,
2046,E16,B084,Bowls,,B&W,Jingdezhen,Porcelain,Shards,77,,,3,,2046-IMG_5024.jpg2046-IMG_5025.jpg,,
2047,E16,B084,Vase,Large,B&W,Jingdezhen,Porcelain,Shard,85,Chrysanthemum?,,1,Bright blue cobalt diffused,2047-IMG_5026.jpg2047-IMG_5027.jpg,,✓
2048,E16,B084,Vases,,B&W,Jingdezhen,Porcelain,Shards,30,,,3,Faceted,2048-IMG_5028.jpg2048-IMG_5029.jpg,,
2049,E16,B084,Vases,,B&W,Jingdezhen,Porcelain,Shards,40,,,4,,2049-IMG_5032.jpg2049-IMG_5031.jpg,,
2050,E16,B084,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Chrysanthemum,,1,Applique prawn,2050-IMG_5033.jpg2050-IMG_5034.jpg2050-IMG_5035.jpg,,✓
2051,E16,B084,Bowl,,B&W,Jingdezhen,Porcelain,Shard,7,Lotus panels,,1,,2051-IMG_5036.jpg2051-IMG_5037.jpg,,
2052,E16,B088,Vase,,B&W,Jingdezhen,Porcelain,Shard,24,Lotus panels,,1,,2052-IMG_5038.jpg2052-IMG_5039.jpg,,
2053,E16,B083,Bowls,,B&W,Jingdezhen,Porcelain,Shards,55,,,3,,2053-IMG_5041.jpg2053-IMG_5040.jpg,,
2054,E16,B083,Cover?,,B&W,Jingdezhen,Porcelain,Shard,50,Lotus panels with flaming pearls scroll,,1,Tiered,2054-IMG_5042.jpg2054-IMG_5043.jpg2054-IMG_5044.jpg,,✓
2055,E16,B083,Jarlet?,,B&W,Jingdezhen,Porcelain,Base shard,24,,,1,Flat base,2055-IMG_5046.jpg2055-IMG_5045.jpg,,
2056,E16,B083,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels,,1,,2056-IMG_5047.jpg2056-IMG_5048.jpg,,
